2,0,2004.1,-5.0702
2,60,1716.3,-4.4724
2,120,1474.8,-3.5032
2,180,1306.3,-2.0217
2,240,1241.6,-0.086807
2,300,1296.4,1.8704
2,360,1457.1,3.3958
2,420,1693.3,4.4018
2,480,1977.6,5.0231
2,540,2291.3,5.4028
2,600,2623,5.6359
1,1620,2507.4,-5.6722
1,1680,2174,-5.4219
1,1740,1860.1,-5.0051
1,1800,1579,-4.3062
1,1860,1352.5,-3.1526
1,1920,1212.6,-1.4117
1,1980,1191.1,0.71174
1,2040,1293.8,2.6329
1,2100,1495.3,3.983
1,2160,1761.4,4.8181
1,2220,2066.8,5.3178
1,2280,2395.6,5.6183
3,4080,2606.3,-1.9309
3,4140,2517,-1.0283
3,4200,2484.3,-0.05464
3,4260,2510.5,0.92254
3,4320,2593.7,1.8347
2,6360,2571.2,-5.4949
2,6420,2249.5,-5.2086
2,6480,1949.6,-4.7528
2,6540,1684.5,-4.0276
2,6600,1474.2,-2.9037
2,6660,1345.6,-1.3103
2,6720,1323,0.57462
2,6780,1411.7,2.324
2,6840,1592.9,3.6352
2,6900,1839,4.5029
2,6960,2126.9,5.0513
2,7020,2441.1,5.3954
1,8100,2385,-5.5168
1,8160,2063.2,-5.1829
1,8220,1767.3,-4.6343
1,8280,1514,-3.7367
1,8340,1329.1,-2.3349
1,8400,1244.2,-0.43126
1,8460,1279.8,1.5894
1,8520,1426.9,3.2236
1,8580,1655.7,4.3193
1,8640,1936.9,4.998
1,8700,2250.2,5.4121
1,8760,2583.1,5.6659
3,10560,2564.9,-1.6077
3,10620,2496,-0.67457
3,10680,2484.9,0.30598
3,10740,2532.3,1.2637
3,10800,2634.8,2.1358
2,12840,2486.3,-5.3626
2,12900,2174,-5.0197
2,12960,1887.8,-4.4792
2,13020,1642.6,-3.6346
2,13080,1460.1,-2.3722
2,13140,1366.5,-0.69142
2,13200,1380.3,1.1432
2,13260,1498.6,2.7334
2,13320,1699.4,3.885
2,13380,1956.9,4.6433
2,13440,2251.1,5.1271
2,13500,2568.6,5.4345
1,14520,2605.4,-5.5581
1,14580,2279.7,-5.2786
1,14640,1975.3,-4.8308
1,14700,1705.3,-4.1149
1,14760,1489.6,-2.9981
1,14820,1355.3,-1.4002
1,14880,1328.1,0.51099
1,14940,1414.1,2.3012
1,15000,1595.1,3.6487
1,15060,1842.8,4.5405
1,15120,2133.4,5.103
1,15180,2450.9,5.455
3,16980,2589.7,-2.1896
3,17040,2484.3,-1.3051
3,17100,2435,-0.33049
3,17160,2445.2,0.66817
3,17220,2514.1,1.6168
3,17280,2637,2.4575
2,19260,2705.4,-5.5334
2,19320,2380.3,-5.2831
2,19380,2074.3,-4.8871
2,19440,1798.4,-4.2613
2,19500,1569.9,-3.2887
2,19560,1412.8,-1.8708
2,19620,1353,-0.083356
2,19680,1403.2,1.7243
2,19740,1552.7,3.185
2,19800,1776.3,4.1977
2,19860,2049.3,4.8525
2,19920,2353.8,5.268
2,19980,2678.4,5.5315
1,21000,2500.1,-5.3395
1,21060,2190.1,-4.966
1,21120,1908.3,-4.383
1,21180,1670.4,-3.4857
1,21240,1498.4,-2.1754
1,21300,1417.2,-0.48299
1,21360,1442.6,1.3128
1,21420,1569.3,2.8461
1,21480,1775.5,3.9561
1,21540,2036.5,4.6932
1,21600,2333.4,5.168
3,23400,2603.9,-2.7616
3,23460,2462.1,-1.9387
3,23520,2373.8,-0.98625
3,23580,2345.3,0.041443
3,23640,2378.7,1.0651
3,23700,2471.5,2.0068
3,23760,2616.9,2.8154
2,25740,2566,-5.534
2,25800,2241.7,-5.2529
2,25860,1939,-4.8008
2,25920,1671,-4.0745
2,25980,1458.3,-2.9373
2,26040,1328.5,-1.311
2,26100,1307.3,0.6183
2,26160,1399.6,2.3989
2,26220,1585.7,3.7194
2,26280,1836.7,4.5842
2,26340,2129.3,5.1263
2,26400,2447.9,5.4645
1,27480,2399.8,-5.0893
1,27540,2107.7,-4.6123
1,27600,1851.2,-3.8869
1,27660,1648.2,-2.8182
1,27720,1520.9,-1.3662
1,27780,1489.3,0.33331
1,27840,1559.5,1.9678
1,27900,1718.7,3.2758
1,27960,1944.8,4.2018
1,28020,2216.8,4.82
1,28080,2519,5.2245
3,29820,2625.2,-3.2988
3,29880,2448.8,-2.5535
3,29940,2322,-1.6478
3,30000,2253.6,-0.61574
3,30060,2249.2,0.46875
3,30120,2309,1.5121
3,30180,2428.2,2.4363
3,30240,2598.2,3.202
2,32220,2394.8,-5.5637
2,32280,2069.7,-5.2479
2,32340,1769.1,-4.7252
2,32400,1509.4,-3.8604
2,32460,1316.1,-2.4864
2,32520,1222.1,-0.57643
2,32580,1250.3,1.4941
2,32640,1393.4,3.1838
2,32700,1621,4.3133
2,32760,1902.3,5.0072
2,32820,2216.4,5.4268
2,32880,2550.3,5.6822
1,33900,2595.8,-5.2266
1,33960,2293,-4.8414
1,34020,2018.8,-4.2587
1,34080,1787.6,-3.3923
1,34140,1618.9,-2.1686
1,34200,1534.1,-0.61672
1,34260,1547.2,1.0476
1,34320,1655.9,2.525
1,34380,1843,3.6495
1,34440,2086.9,4.4306
1,34500,2369.5,4.952
3,36240,2671.1,-3.7695
3,36300,2463.8,-3.1144
3,36360,2300.9,-2.2828
3,36420,2193.2,-1.2834
3,36480,2149.2,-0.17135
3,36540,2173,0.95679
3,36600,2262.3,1.9976
3,36660,2409.5,2.8817
3,36720,2604.5,3.5879
2,38640,2542,-5.8052
2,38700,2199.5,-5.5915
2,38760,1874,-5.2275
2,38820,1577.4,-4.6014
2,38880,1330.7,-3.527
2,38940,1167.2,-1.8082
2,39000,1124.6,0.42792
2,39060,1215.7,2.5279
2,39120,1414.9,3.9977
2,39180,1683.7,4.8829
2,39240,1993.4,5.3973
2,39300,2327.1,5.6987
1,40380,2460.6,-5.0806
1,40440,2168.6,-4.6221
1,40500,1910.6,-3.932
1,40560,1703.2,-2.922
1,40620,1567.4,-1.5474
1,40680,1522.8,0.087157
1,40740,1577.5,1.7045
1,40800,1721.6,3.0401
1,40860,1934.9,4.0102
1,40920,2196.6,4.6692
1,40980,2490.7,5.1054
3,42660,2753.3,-4.1471
3,42720,2520.5,-3.5849
3,42780,2326.7,-2.8467
3,42840,2182.8,-1.9188
3,42900,2099.7,-0.82812
3,42960,2085.1,0.34374
3,43020,2140.3,1.4812
3,43080,2260.1,2.4838
3,43140,2434.6,3.3018
3,43200,2652.6,3.9348
2,45120,2336.9,-5.8292
2,45180,1994,-5.5788
2,45240,1671.2,-5.1377
2,45300,1384.4,-4.3467
2,45360,1161.7,-2.9496
2,45420,1046.2,-0.78664
2,45480,1073.4,1.6623
2,45540,1234,3.5548
2,45600,1484.7,4.6972
2,45660,1787.6,5.3358
2,45720,2119.5,5.6947
2,45780,2467.9,5.8998
1,46800,2615,-5.3189
1,46860,2305.5,-4.9708
1,46920,2022.2,-4.438
1,46980,1778.4,-3.6319
1,47040,1593.7,-2.4621
1,47100,1490.5,-0.9238
1,47160,1486.4,0.78896
1,47220,1582,2.3491
1,47280,1760.9,3.5467
1,47340,2000.2,4.3751
1,47400,2280.3,4.9227
1,47460,2587.1,5.2796
3,49140,2624,-3.9434
3,49200,2405.7,-3.3025
3,49260,2231.5,-2.4713
3,49320,2113,-1.4506
3,49380,2060.2,-0.29321
3,49440,2078.4,0.89494
3,49500,2165.8,1.9942
3,49560,2314.3,2.9231
3,49620,2512.6,3.6571
2,51540,2487.1,-5.9722
2,51600,2133.5,-5.7966
2,51660,1794.2,-5.4829
2,51720,1480.6,-4.9125
2,51780,1214.3,-3.8573
2,51840,1033.8,-2.0102
2,51900,987.94,0.54151
2,51960,1094,2.8755
2,52020,1315.5,4.3677
2,52080,1604.7,5.1881
2,52140,1930.7,5.6332
2,52200,2276.8,5.8802
2,52260,2634.1,6.0184
1,53280,2440.7,-5.2824
1,53340,2134.7,-4.888
1,53400,1858.5,-4.2735
1,53460,1628.4,-3.3315
1,53520,1467.2,-1.9706
1,53580,1399.3,-0.24979
1,53640,1438.3,1.5236
1,53700,1576,2.997
1,53760,1789.3,4.0447
1,53820,2054.1,4.7342
1,53880,2352.4,5.1766
1,53940,2672.2,5.4593
3,55620,2535,-3.6389
3,55680,2337.6,-2.9102
3,55740,2189.7,-1.9896
3,55800,2102.3,-0.90086
3,55860,2083.4,0.27686
3,55920,2134.9,1.4273
3,55980,2252,2.4462
3,56040,2424.7,3.2801
3,56100,2641.8,3.9264
2,58020,2293.4,-5.9107
2,58080,1945.1,-5.678
2,58140,1615.7,-5.2576
2,58200,1321.2,-4.4783
2,58260,1091.5,-3.0411
2,58320,974.39,-0.72985
2,58380,1010.3,1.879
2,58440,1185.2,3.7969
2,58500,1449.2,4.8892
2,58560,1761.9,5.474
2,58620,2100.8,5.7926
2,58680,2454.2,5.9696
1,59700,2586.2,-5.5345
1,59760,2261.9,-5.2544
1,59820,1959,-4.8076
1,59880,1690.3,-4.0945
1,59940,1475.6,-2.9829
1,60000,1342.1,-1.3928
1,60060,1314.9,0.50802
1,60120,1400.5,2.2861
1,60180,1580.2,3.6218
1,60240,1825.9,4.504
1,60300,2114.1,5.0594
1,60360,2428.9,5.4062
1,60420,2760.3,5.623
3,62040,2705.2,-3.8724
3,62100,2491.1,-3.2381
3,62160,2320.2,-2.4256
3,62220,2203.5,-1.438
3,62280,2150.3,-0.32399
3,62340,2165.3,0.8218
3,62400,2247.3,1.8917
3,62460,2389.2,2.8086
3,62520,2580.7,3.5449
2,64440,2473.9,-5.9507
2,64500,2121.9,-5.7677
2,64560,1784.6,-5.4431
2,64620,1473.8,-4.8563
2,64680,1211.6,-3.7786
2,64740,1036.4,-1.9148
2,64800,995.9,0.61667
2,64860,1105.1,2.9035
2,64920,1327.2,4.363
2,64980,1615.6,5.1686
2,65040,1940.2,5.6076
2,65100,2284.6,5.8519
2,65160,2640.2,5.9887
1,66180,2412.7,-5.5231
1,66240,2090,-5.2083
1,66300,1791.7,-4.6937
1,66360,1533.3,-3.8521
1,66420,1339.1,-2.527
1,66480,1240.6,-0.68614
1,66540,1260.6,1.3357
1,66600,1393.9,3.0221
1,66660,1612.3,4.172
1,66720,1885.8,4.8878
1,66780,2193.3,5.3242
1,66840,2521.4,5.5913
3,68520,2676.6,-3.4845
3,68580,2488,-2.774
3,68640,2347.1,-1.8967
3,68700,2263.3,-0.87698
3,68760,2243.4,0.21865
3,68820,2289.2,1.2956
3,68880,2396.7,2.2666
3,68940,2558,3.0812
2,70860,2675.5,-5.9407
2,70920,2323.2,-5.7888
2,70980,1983,-5.5261
2,71040,1663.9,-5.068
2,71100,1381.9,-4.2552
2,71160,1165.4,-2.8401
2,71220,1056.2,-0.69114
2,71280,1087.6,1.701
2,71340,1248.7,3.5408
2,71400,1497.8,4.6573
2,71460,1797.9,5.2861
2,71520,2126.7,5.6414
2,71580,2471.8,5.8452
1,72600,2588.6,-5.7002
1,72660,2252.7,-5.4793
1,72720,1933.9,-5.1135
1,72780,1643.9,-4.503
1,72840,1401.6,-3.4894
1,72900,1236.6,-1.9106
1,72960,1182.3,0.14685
1,73020,1253.3,2.1618
1,73080,1431,3.6594
1,73140,1681.4,4.6073
1,73200,1976.4,5.1768
1,73260,2298,5.5185
1,73320,2635.8,5.725
3,75060,2511.6,-2.2977
3,75120,2400.6,-1.3809
3,75180,2348,-0.36065
3,75240,2357.9,0.68936
3,75300,2429.6,1.6847
3,75360,2557.6,2.5599
