2,0.0,2004.08459904681,-5.0700907322138695
2,60.0,1716.3319060693138,-4.472344814354492
2,120.0,1474.7920719258611,-3.503234641960086
2,180.0,1306.309187271698,-2.0216925154408347
2,240.0,1241.613668044667,-0.08693522408593425
2,300.0,1296.3951564672527,1.870386211046279
2,360.0,1457.0555915221169,3.395854579891119
2,420.0,1693.3053722077195,4.401819211047422
2,480.0,1977.5689829499097,5.023072585900454
2,540.0,2291.26554287903,5.402810053628797
2,600.0,2622.9871537188333,5.635910964532812
1,1620.0,2507.45562179179,-5.672232027257085
1,1680.0,2174.0115913010077,-5.421930546777398
1,1740.0,1860.12091799385,-5.005055318803609
1,1800.0,1578.9751485229965,-4.306187519389813
1,1860.0,1352.4587803257266,-3.15264320947452
1,1920.0,1212.6317724315413,-1.4117445945530351
1,1980.0,1191.0451443416168,0.7117443362182763
1,2040.0,1293.7888327070998,2.632928857521455
1,2100.0,1495.2453051740026,3.9830349267889424
1,2160.0,1761.395950562697,4.818064165604549
1,2220.0,2066.744881136638,5.317775557617448
1,2280.0,2395.57384980338,5.618251175730597
3,4080.0,2606.136158733677,-1.9309449506631826
3,4140.0,2516.895287873801,-1.0282598200331359
3,4200.0,2484.2162232457313,-0.054639397237667045
3,4260.0,2510.41697245134,0.9225381549094122
3,4320.0,2593.6052340722526,1.834706876670007
2,6360.0,2571.3165793330204,-5.494872815827628
2,6420.0,2249.5075212786282,-5.208597712102504
2,6480.0,1949.6094546136796,-4.752764436966953
2,6540.0,1684.5353603228225,-4.027624600574638
2,6600.0,1474.2869333477952,-2.9037461552719037
2,6660.0,1345.64048849723,-1.3102900917963172
2,6720.0,1323.0811125117425,0.5746090616769431
2,6780.0,1411.764709692858,2.324037541190291
2,6840.0,1592.9612832003745,3.6351750393349054
2,6900.0,1839.0349049189624,4.502926519269448
2,6960.0,2126.9301074185523,5.051307512576382
2,7020.0,2441.120928340362,5.395367620467671
1,8100.0,2384.922393247474,-5.516835902198806
1,8160.0,2063.1493061452497,-5.18284945559402
1,8220.0,1767.2710620087653,-4.634329247179985
1,8280.0,1513.9840930261164,-3.7367143617075946
1,8340.0,1329.046014713387,-2.334937476743923
1,8400.0,1244.152285558983,-0.4312513313256849
1,8460.0,1279.7561231223401,1.5893564130463267
1,8520.0,1426.8415175489647,3.2235626421936523
1,8580.0,1655.625730290947,4.319336918441407
1,8640.0,1936.814799868513,4.998035016437859
1,8700.0,2250.131196433251,5.4120960720689615
