6984.46459301679,1612.22237259524,13.0914313353482,-1.67664476668291,7.26144494619245,0.259889921085112,0
6870.31241019664,2044.48144991038,28.6488804029788,-2.12719633518718,7.14252583104908,0.258523402125618,60
6729.36810453335,2468.76467463037,44.0938933647735,-2.56945502770395,6.9957515890812,0.256146292927448,120
6562.18102634163,2883.41795807995,59.3661182286022,-3.00170347657301,6.82169146413495,0.252767924337726,180
6369.40231228506,3286.82456126739,74.4058791802698,-3.42226262632206,6.62101974734524,0.248401433357413,240
6151.78249783864,3677.41111748133,89.154396331912,-3.82949796757489,6.39451340434818,0.243063741999158,300
5910.16869838593,4053.65370717472,103.554012025349,-4.22182586694345,6.14304911782672,0.236775534851241,360
-5038.73246161715,5074.2596407006,204.325697119783,-5.29801369658077,-5.26653967153979,-0.149600259068631,2040
-5346.52422672781,4748.51619268198,194.953582649896,-4.95823353552363,-5.58791743453078,-0.162698374727808,2100
-5633.3355479475,4404.1406728699,1 84.814440633684,-4.59892726890862,-5.88742805508482,-0.175160024458589,2160
-5898.03665610818,4042.48149923563,173.947970398701,-4.221502290726,-6.16388392322726,-0.186935578794324,2220
-6139.58453210585,3664.95558986971,162.396774010856,-3.82743886898823,-6.41618857931622,-0.197977926932494,2280
-6357.02710998921,3273.04268355331,150.206192957502,-3.41828384049142,-6.64334115471474,-0.208242804749336,2340
-6549.50705681998,2868.27945152444,137.424126614196,-2.99564421926725,-6.84444014097641,-0.21768909493507,2400
-6716.26513870019,2452.25345837389,124.100837022059,-2.56118084809643,-7.01868673773492,-0.226279041633776,2460
-6856.64320676164,2026.59696622527,110.288744870372,-2.11660197860635,-7.1653879600863,-0.233978375341337,2520
1054.99133939671,-7075.48231028088,-249.352719373064,7.38719101502058,1.09184755288155,-0.00559322525722255,4440
1495.87615962848,-6996.15913109891,-249.198708604043,7.3038937521047,1.55132572237042,0.0107243403541806,4500
1930.90341443996,-6889.44352576713,-248.066712392292,7.19202259682985,2.00461663212987,0.0269950497513785,4560
2358.3713526199,-6755.76020527435,-245.961460069389,7.05203002724022,2.44994799106564,0.0431551493301429,4620
2776.60845759856,-6595.63942501837,-242.891496733779,6.88447875281223,2.88558046534448,0.0591413854749701,4680
3183.97991779314,-6409.71489918981,-238.869147969322,6.69003908977953,3.3098147718135,0.0748912887870356,4740
3578.89434792873,-6198.72110322399,-233.910463622756,6.46948570557623,3.72099865068014,0.0903434492526782,4800
3959.81081073654,-5963.48971024167,-228.035133185269,6.22369357721096,4.11753383426997,0.105437774286405,4860
4325.2446856044,-5704.94590611896,-221.266391136111,5.95363392968768,4.49788170423395,0.120115685264727,4920
4673.77239508838,-5424.10508768108,-213.630930378964,5.66037064724274,4.86056781360938,0.134320264878479,4980
5004.0364898337,-5122.06916292432,-205.158806000359,5.34505637186715,5.20418687364441,0.147996416170824,5040
