KR,KRR,DR,DRR,AR,ARR,Q_sigma,P_sigma,Pv_sigma
3.276085020893803,0.0003424079636458123,0.8642673090817895,0.0021450311333360804,1.401794890993513,7.634076441457281e-05,1e-06,1000000.0,10.0
