0,0,0,1,0,0,0
0,0,0,0,1,0,0
0,0,0,0,0,1,0
1.9990475733644e-06,7.12612839542376e-07,1.00489067064843e-08,-2.65829597846294e-12,5.52635847842624e-13,2.06452887076393e-14,1.97068091243417e-12
7.12613038229113e-07,-9.15703716126767e-07,2.32534862733938e-09,5.52635847842624e-13,-4.93156219616261e-12,-8.9677255203802e-14,-8.56007671349384e-12
1.00489138810082e-08,2.32534964461914e-09,-1.08334385699352e-06,2.06452887076393e-14,-8.9677255203802e-14,-2.5344195911523e-12,-3.19786086623803e-13
0,0,0,0,0,0,0
